LinkID;LinkIDFrom;LinkIDTo;Qmax_spl;Qkap;Qskut;Vskut;Hskut_h;Hskut_d;Qhmax;Q24
102049;160994;51288;0.0079;40.9854;124.0247;1.5902;345.5629;345.153;0.0078;0.0078
102065;51288;51714;0.0076;40.9854;158.5788;2.0332;345.153;344.4686;0.0076;0.0076
112257;156102;156106;0.7831;299.0111;0.3992;0.3992;356.0182;352.5978;0.7688;0.5282
112273;60792;156120;0.4317;92.8526;0.2052;0.2052;348.4604;347.1311;0.4231;0.2811
112737;160990;160991;0.0059;123.8927;42.9568;1.2758;345.9104;345.8932;0.0059;0.0059
112753;160992;160993;0.0076;40.9854;124.5724;1.5972;345.8266;345.7465;0.0076;0.0076
112913;60796;156121;0.2023;92.6067;0.0983;0.0983;350.1273;349.8694;0.1978;0.1322
13425;65105;181883;0.0082;176.2318;19.4559;1.6436;410.1477;409.1923;0.0082;0.0082
13441;181887;181885;0.5857;147.0035;154.1054;2.1784;393.337;392.5104;0.5715;0.3608
13457;63683;181886;0.5774;147.0035;152.6996;2.3549;393.9132;393.4998;0.5637;0.3558
13473;66868;181888;0.0061;137.4094;60.3759;0.6041;393.982;393.9783;0.0061;0.0059
13489;63760;181891;0.8197;170.8547;170.2176;2.7645;359.0132;358.8529;0.7991;0.4962
13505;181891;181892;0.8198;184.5446;186.8439;2.9761;358.8529;358.4358;0.799;0.4962
13857;61875;182343;4.7528;464.1809;2.2312;0.8327;323.5791;322.557;4.6679;3.104
13873;182359;182358;0.0645;412.0762;23.2756;0.8835;311.4559;310.4199;0.0631;0.0432
13889;182358;182357;0.0645;224.2481;58.7178;1.5033;310.4199;310.3321;0.0631;0.0432
15585;220248;220259;0.1588;295.7345;100.2505;1.6231;358.503;357.2419;0.1549;0.0964
1585;181878;181879;0.0247;222.8729;81.8268;2.9017;427.9217;427.0898;0.0243;0.0187
1633537;53793;60010;0.016;360.2576;0.016;0.016;361.4215;360.7725;0.016;0.016
1638497;64276;61672;38.0894;3240.9511;3563.8881;3.183;338.9519;338.1837;35.328;22.1518
1645505;244813;244814;1.2879;160.0236;131.8195;2.4604;294.5579;292.7984;0.6333;0.3406
1645521;246776;246778;0.0163;75.7477;15.8352;1.22;333.9885;333.9886;0.0161;0.0121
1646001;212978;212984;0.073;118.9975;0.0462;0.0462;344.2646;343.677;0.0722;0.0545
1646017;213019;212996;0.0619;96.1901;0.039;0.039;342.7647;342.3198;0.0614;0.0462
1646033;213035;502689;7.072;2516.6295;805.9468;2.7533;342.282;341.7165;7.039;5.4607
1646065;124582;124584;0.017;64.5062;0.0118;0.0118;398.1127;397.5429;0.0168;0.0134
1646081;124592;124593;1.1487;78.7038;0.7324;0.504;392.9371;391.9267;1.1377;0.86
1646241;59991;60220;1.7413;99.1171;28.7605;1.1034;372.2373;372.108;1.7349;1.3063
1648177;314829;314824;0.0322;337.2908;9.7515;1.2708;406.4833;402.6761;0.0321;0.0321
1648193;314836;314834;0.0021;45.8213;1.5852;0.2074;402.671;402.6707;0.0021;0.0021
1648209;314837;314832;0.0031;65.3814;0.0031;0.0031;402.7015;402.6033;0.0031;0.0031
1648257;206963;206964;2.2403;790.2185;571.2646;3.1103;348.4426;347.7364;2.1967;1.4308
1648385;157943;157945;0.1188;58.8603;88.9099;1.28;397.6666;397.2754;0.1182;0.069
1648465;311890;311891;0.0031;64.976;19.0987;0.844;298.7049;298.6026;0.0031;0.0031
1648481;314272;314273;0.1444;258.7852;268.6187;2.3555;296.6942;351.7605;0.1444;0.1444
1648497;310687;310688;0.2168;67.9471;0.1156;0.1156;349.9993;349.1481;0.212;0.1475
1648513;310767;61690;0.2153;60.7103;0.1244;0.1244;347.3461;346.9677;0.2109;0.1475
1648801;156343;60975;0.4204;222.1996;0.1994;0.1994;352.8468;352.2126;0.4112;0.272
1649073;213020;213023;0.0583;96.1048;0.0371;0.0371;345.3145;345.0559;0.0576;0.0435
1649089;213347;213345;0.0274;74.5027;0.0147;0.0147;360.4528;359.9039;0.0268;0.0186
1649105;213349;213350;0.0872;55.4057;0.0463;0.0463;358.6255;358.5468;0.0854;0.0595
1649121;124599;124600;0.0039;81.728;0.0039;0.0039;393.9513;392.8712;0.0039;0.0039
1649137;124612;124613;1.1528;119.4412;0.7345;0.6524;384.144;383.7646;1.148;0.8647
1651249;314816;314812;0.0485;68.1632;0.0485;0.0485;402.3151;402.2147;0.0485;0.0485
1651265;314790;3537;0.1125;213.3694;0.1125;0.1125;399.6531;399.232;0.1124;0.1124
1651377;65439;65440;0.0941;130.2574;3.8258;0.8205;290.2704;289.9559;0.0929;0.071
1651393;158475;65436;0.0416;102.1037;0.0282;0.0282;290.4927;290.4064;0.0411;0.0323
1651409;158493;158494;0.1196;108.8392;0.0758;0.0758;291.1953;290.6877;0.1178;0.0892
1651505;121284;121283;0.0178;118.3795;67.5324;1.474;288.5526;288.1992;0.0176;0.0133
1651521;152898;152897;0.4093;229.5478;0.1781;0.1781;389.0867;387.8264;0.4002;0.2563
1651553;310411;16481;0.2025;5825.0814;125.4849;2.3062;311.8317;309.1915;0.2025;0.2025
1651569;43185;22481;0.1306;129.217;25.3103;1.3682;281.7769;280.6438;0.1305;0.1305
1651585;370078;311781;0.0514;1083.6624;241.9757;1.2266;319.2079;319.0765;0.0514;0.0514
1651857;49836;49837;3.3315;83.5419;112.1029;1.5847;333.0535;332.1153;3.3187;2.4957
1651873;56647;56646;0.1268;77.6943;74.9921;1.334;373.2505;372.9748;0.1242;0.0863
1651937;156779;156778;0.171;252.9049;146.1277;3.7113;348.6272;348.1047;0.1664;0.1009
1651953;62384;65021;0.0106;230.1807;36.4266;1.6518;382.5959;380.4386;0.0106;0.0106
1652017;175207;1399835;0.1348;149.2435;69.1206;1.7477;307.2221;307.1255;0.132;0.0873
1652033;124622;124623;1.16;107.2282;0.746;0.5502;376.1749;374.1813;1.1562;0.8702
1652177;213355;213354;0.0633;65.8721;0.0336;0.0336;359.4744;359.2244;0.062;0.043
1652209;213920;213916;1.3432;208.2741;164.9367;1.8427;340.9084;340.381;1.3132;0.9515
1652257;44097;1985;92.3877;5571.0304;387.3236;1.4157;286.3011;286.2526;84.1276;53.4618
1652289;244096;244097;0.0302;94.3303;0.0192;0.0192;390.0334;389.5944;0.0298;0.0231
1652305;244106;244107;0.1489;351.1902;158.5363;4.8403;383.2814;381.0793;0.1474;0.1156
1654369;315061;315062;0.1367;130.1819;235.2047;1.9923;307.1004;306.4018;0.1123;0.0949
1654385;301535;301501;0.0182;118.5541;47.1404;0.3748;310.1985;310.1978;0.0181;0.0181
1654401;314386;314385;0.0032;67.4279;22.7847;1.9053;350.6002;348.8921;0.0032;0.0032
1654497;128626;128625;0.19;40.6904;0.12;0.12;330.038;329.3896;0.1883;0.1419
1654513;175555;175553;0.1008;63.2329;0.0637;0.0637;341.9272;341.7375;0.0998;0.0752
1654593;152914;152913;0.3249;126.4993;0.2047;0.2047;340.689;340.1292;0.3223;0.2427
1654609;153487;153488;0.03;82.2323;13.3114;0.7148;290.6644;290.5945;0.0295;0.0224
1654625;153491;153496;0.1908;76.6267;23.2984;0.895;290.3984;290.2295;0.1884;0.1427
1654657;311785;311786;0.148;973.8834;213.6796;1.1592;316.4882;316.3441;0.1479;0.1478
1654673;311793;311794;0.148;943.7303;165.2352;1.1551;314.3233;314.2294;0.1479;0.1478
1655073;61559;63960;2.2667;336.14;580.7799;1.4472;350.6308;350.5915;2.2058;1.3493
1655089;63961;63960;2.7605;693.1877;509.9202;2.2852;351.1229;350.5915;2.6855;1.6339
1655409;219845;219846;0.08;113.7929;0.0303;0.0303;422.5532;420.9128;0.078;0.047
16561;209563;209564;0.0779;83.433;30.2064;0.8204;359.3581;359.257;0.0763;0.0545
1657297;55897;55896;0.0089;192.8001;11.0158;1.0012;349.3691;348.4491;0.0089;0.0089
1657313;55888;55887;2.7008;241.1767;273.6472;4.1165;341.3372;340.7802;0.3767;0.1968
1657441;431902;431903;0.0056;117.6925;27.6861;1.236;360.0341;359.5068;0.0056;0.0056
1657569;310036;310058;0.0926;192.4899;115.2;2.8394;354.0675;353.4799;0.0925;0.0925
1657585;310061;310062;0.0999;390.1963;140.6122;3.1931;351.7782;349.8137;0.0997;0.0997
1657601;310080;310082;0.1033;169.6325;155.7372;2.5853;348.7607;348.5811;0.1032;0.1032
1657681;310858;310859;0.136;79.4374;185.3684;2.6203;298.6101;296.8205;0.136;0.1359
1657697;310835;310836;0.0037;77.6407;18.3014;0.7853;304.3133;304.3119;0.0037;0.0037
1657713;314792;314790;0.1125;213.3694;0.1125;0.1125;400.982;399.6531;0.1124;0.1124
1658177;120323;62743;87.9387;1152.4364;656.4888;1.821;292.1459;292.0215;83.9405;52.6253
1658193;66027;66026;1.0002;66.8496;14.809;0.5572;362.3824;362.2515;0.3219;0.189
1658289;209735;156139;0.2084;106.5419;0.1278;0.1278;364.2478;363.5678;0.2055;0.1555
1658305;64672;45425;0.0543;58.1645;35.4655;1.0157;341.5425;341.5033;0.053;0.0382
1658385;57491;57492;0.005;76.4049;39.7566;0.562;302.2726;302.2713;0.005;0.005
1658417;187163;66636;0.0747;246.3294;0.044;0.044;399.7898;399.1952;0.0737;0.0545
1658433;65055;187177;3.9382;172.5222;0.54;0.4806;334.3199;333.6735;1.8239;0.766
1658449;187176;187174;3.9516;134.6368;0.5553;0.4643;332.184;331.348;1.8482;0.7821
1658625;245099;245098;12.0599;1609.2862;1488.2178;3.0411;340.6406;340.0806;11.6727;7.859
1660433;309239;309238;0.0428;223.2066;73.2707;1.2542;367.5406;367.1499;0.0428;0.0428
1660449;314995;314996;0.014;295.8422;24.4381;2.5293;394.8383;394.155;0.014;0.014
1660465;315006;315005;0.0063;120.9212;21.0404;1.2842;377.4874;377.2311;0.0063;0.0063
1660481;121066;55883;2.875;249.5649;244.3687;3.7974;337.4163;336.6103;0.4492;0.208
1660497;55876;55875;2.3852;398.8999;230.9748;3.2902;327.363;326.3664;0.4982;0.2293
1660513;55890;55891;0.0168;48.5881;61.3269;0.8772;341.7239;341.6499;0.0166;0.0126
1660529;248518;62646;23.0368;334.6294;319.5996;1.4628;316.9926;316.936;21.5971;11.9471
1660737;315914;315913;0.0168;166.8642;73.8141;1.4419;343.1114;342.2735;0.0168;0.0167
1660753;310031;310032;0.0442;91.5663;47.0265;1.3052;355.4723;355.2805;0.0442;0.0442
1660769;309991;309992;0.0103;136.9194;14.354;1.2563;349.1055;348.7917;0.0103;0.0103
1660785;310003;310004;0.0063;124.2565;12.8503;1.0619;343.3553;342.8919;0.0063;0.0063
1660801;300059;300056;0.1874;276.832;270.5178;4.4684;339.9241;337.422;0.187;0.187
1661313;57492;57493;0.0367;31.8956;44.2132;0.625;302.2713;302.2692;0.0361;0.0256
1661345;209137;209138;0.2179;287.9027;168.6536;2.2527;323.4252;322.9296;0.2142;0.1451
1661361;61449;61448;0.3538;41.6018;0.1343;0.1343;376.3925;376.3407;0.3445;0.2078
1661377;45585;63811;0.2366;66.3336;48.3776;0.7799;353.9153;353.9024;0.2329;0.1702
1663617;315869;315865;0.0207;438.1876;2.6454;0.7083;362.6955;360.6661;0.0207;0.0207
1663633;306152;312441;0.0077;162.6016;3.9794;0.7733;378.7915;378.318;0.0077;0.0077
1663649;314111;65044;0.0109;229.2761;56.0833;1.4867;373.318;373.0856;0.0109;0.0109
1663665;311470;311469;0.0092;125.0668;34.1839;1.508;371.3355;371.0323;0.0092;0.0092
1663729;32481;44577;43.3724;183.2617;461.8203;2.3735;306.8048;305.8145;40.7202;22.6694
1663841;300480;300481;0.018;238.9829;40.5981;2.2853;355.8982;344.6749;0.0179;0.0179
1663857;300432;51898;0.0141;158.9492;35.1886;1.2444;349.8963;349.8823;0.0141;0.0141
1663873;300953;300952;0.0126;268.8223;55.9818;2.748;336.3982;333.501;0.0126;0.0126
1663905;310883;310884;0.0092;152.5893;0.2448;0.2448;334.254;332.7643;0.0092;0.0092
1663921;310888;310943;0.0208;268.8596;20.4971;2.0707;326.7162;325.2027;0.0208;0.0208
1663969;300067;300066;0.0521;49.3379;140.7047;1.989;351.5159;351.109;0.0521;0.0521
1663985;300064;300063;0.0869;71.4936;145.9951;2.2005;350.4128;349.8203;0.0869;0.0869
1664545;63390;63380;6.7246;4988.9357;729.2019;3.1357;356.3942;355.6771;5.0302;2.8901
1664561;63415;63414;0.0846;286.0581;60.1822;1.7609;359.0256;358.9412;0.0827;0.0613
2187633;55865;55864;2.1218;243.6939;230.9573;2.207;313.8717;313.5704;0.4885;0.2291
2187649;55858;55857;1.6309;287.461;228.6427;2.4693;309.6569;309.3622;0.5404;0.2679
2055729;63771;63770;2.3475;112.9284;132.0893;1.8672;361.8446;361.5382;1.0871;0.6593
2056225;162930;162933;0.3138;140.9279;64.3334;0.7628;343.102;342.9099;0.3074;0.2156
2059585;314843;314841;0.0034;70.7128;17.2971;0.8302;403.0117;402.9051;0.0034;0.0034
206161;63589;247481;20.0739;2220.2334;4311.4276;2.9349;321.0189;320.71;19.2634;14.0705
2063265;124377;124378;0.0432;353.8014;62.3427;3.3194;371.2957;368.3417;0.043;0.0402
2063441;128712;61883;8.7405;68.1614;116.4985;1.7343;320.264;319.8108;8.5572;5.7613
2063665;39105;14369;0.8193;197.8555;295.4467;2.3612;302.7693;302.6675;0.8036;0.5357
2066513;128629;128628;0.0774;43.8463;0.0491;0.0491;332.815;331.6463;0.0764;0.0577
2066785;157942;157943;0.1051;185.343;94.3882;1.5957;398.1427;397.6666;0.104;0.0553
2067217;51697;51694;0.0323;191.6842;21.312;1.7891;385.2475;383.279;0.0323;0.0323
2069713;158494;153489;0.1359;108.8392;0.0861;0.0861;290.6877;290.5183;0.134;0.1015
2070065;124583;124582;0.0028;59.6792;0.0028;0.0028;398.2812;398.1127;0.0028;0.0028
2217012;499231;32867;0.0136;167.2534;63.7145;2.0012;331.9748;331.8348;0.0136;0.0136
2217013;499232;499231;0.0043;91.439;12.3484;1.0623;334.2301;331.9748;0.0043;0.0043
2217014;499233;499234;0.016;365.6663;0.0161;0.0161;333.6212;331.9186;0.016;0.016
2217015;499234;32866;0.0184;391.8466;29.5987;4.6985;331.9186;329.9115;0.0184;0.0184
2217026;64927;499211;0.2387;103.2955;55.9691;1.3545;332.9494;332.8738;0.2357;0.178
2217027;499211;499212;0.2387;153.7984;55.5743;1.0829;332.8738;332.8147;0.2358;0.178
2217028;499212;499213;0.2387;53.5371;54.3873;0.8672;332.8147;332.7692;0.2359;0.178
2217030;499214;499215;0.4643;57.0126;62.2034;1.1571;332.6698;332.5413;0.4592;0.3464
2217031;499215;499216;0.4643;171.644;62.0064;1.9894;332.5413;332.134;0.4593;0.3464
2217032;499216;499217;0.4642;167.9991;61.6255;1.7747;332.134;331.724;0.4594;0.3464
2217033;499217;499218;0.6421;127.2009;61.3005;1.6191;331.724;331.4897;0.6354;0.4796
2217037;499225;499227;0.0075;161.1918;31.1594;1.3738;334.6645;333.7552;0.0075;0.0075
2200385;64941;64935;0.2;58.7843;32.4225;0.5026;329.3597;329.3505;0.1953;0.1407
2200401;61152;61151;0.0067;122.7949;0.0067;0.0067;330.9916;330.596;0.0067;0.0067
2200417;61191;61190;0.3699;93.9685;0.1763;0.1763;331.7196;331.488;0.3614;0.2392
2200449;63662;181878;0.0102;222.8729;82.5531;2.9024;428.5272;427.9217;0.0102;0.0102
2200465;63645;63665;0.3147;168.605;307.5215;4.3471;407.1188;405.8074;0.3071;0.1947
2200481;780013;61386;0.0115;162.9853;64.1595;1.9759;407.3514;406.3148;0.0115;0.0115
2200497;63649;63648;0.0468;125.7385;94.6951;1.6114;407.9904;407.8605;0.0456;0.0295
2200513;64149;64148;0.0372;184.6033;25.43;0.84;343.8772;343.769;0.0364;0.0254
2200529;64223;64222;0.0155;140.6409;15.6719;0.2801;342.2989;342.2917;0.0153;0.0123
2200625;61838;61839;0.0966;183.9288;93.1027;1.73;327.9952;327.8719;0.0947;0.065
2200657;61868;61873;0.0249;123.3149;20.9165;1.3002;319.6335;319.4209;0.0245;0.0177
2200673;61912;61913;7.453;247.5713;101.0738;1.2361;326.8708;325.0417;7.307;4.915
2200689;65023;57081;1.6496;195.2949;141.8143;1.5699;379.9907;379.6201;1.6077;1.0103
2234808;517651;517652;0.0961;168.3976;0.0474;0.0474;341.644;340.6545;0.0941;0.0621
2234809;517652;517658;0.0961;127.8621;0.0473;0.0473;340.6545;340.4166;0.0941;0.0621
2234810;517658;10796;0.3896;230.7626;0.1926;0.1926;340.4166;338.8686;0.3815;0.252
2234811;517659;517658;0.2935;95.0592;0.1453;0.1453;340.8288;340.4166;0.2874;0.1899
2234812;517667;517666;0.0088;189.9672;0.0088;0.0088;349.6515;348.8127;0.0088;0.0088
2234813;517666;517665;0.0149;91.7073;0.0117;0.0117;348.8127;348.5046;0.0148;0.0127
2234814;517665;517664;0.0755;105.8495;0.041;0.041;348.5046;348.084;0.074;0.0512
2234815;517664;517663;0.1484;251.5929;0.0762;0.0762;348.084;345.705;0.1451;0.0974
2234816;517663;517662;0.1972;209.749;0.0996;0.0996;345.705;343.6459;0.1928;0.1285
2234817;517662;517661;0.2592;198.0843;0.1293;0.1293;343.6459;341.9856;0.2535;0.1679
2234818;517661;517660;0.2866;242.3339;0.1424;0.1424;341.9856;341.5277;0.2803;0.1854
2331761;229198;616459;0.0671;1418.8027;670.1867;2.5212;343.5809;343.3074;0.0671;0.0671
2331762;616459;18241;0.0971;1146.9811;721.8274;2.8493;343.3074;343.2721;0.0971;0.0971
2331763;614881;616461;0.03;152.6307;16.5131;0.7528;343.4698;343.3077;0.03;0.03
2331764;616461;616459;0.0301;152.6307;22.1336;0.7777;343.3077;343.3074;0.03;0.03
2332113;64252;64251;0.0175;163.1079;8.0154;0.6211;346.2225;346.0085;0.0174;0.015
2332114;64253;64252;0.0117;251.06;8.1951;1.3078;346.6626;346.2225;0.0117;0.0116
2332115;64258;64257;0.0239;220.3751;0.0104;0.0104;346.8715;346.4086;0.0232;0.015
2332116;64260;64257;0.0124;112.9263;8.2123;0.6609;346.4932;346.4086;0.0122;0.0089
2332117;64261;64260;0.0038;80.9839;8.4444;0.7435;346.5757;346.4932;0.0038;0.0038
2332118;64254;64251;0.0111;193.0945;6.4331;0.4828;346.3589;346.0085;0.0108;0.0093
2332119;64255;64254;0.0112;193.0945;6.5736;1.2237;346.6271;346.3589;0.0108;0.0093
2332120;64256;64255;0.0112;193.0945;6.6708;1.2687;346.9584;346.6271;0.0108;0.0092
2332121;64266;64265;0.0121;127.6689;11.5985;1.1132;347.4249;347.3025;0.012;0.0096
2332122;64267;64266;0.0121;127.6689;11.8031;1.1268;347.6046;347.4249;0.012;0.0096
2332123;64268;64267;0.006;127.6689;12.0175;1.1324;347.7625;347.6046;0.006;0.006
2332124;64264;64263;0.0124;252.8748;4.2276;0.5426;347.7775;347.0802;0.0121;0.0118
2332125;64242;64241;0.0272;103.5396;17.68;1.0731;347.739;347.5855;0.0264;0.0165
2332126;64243;64242;0.01;75.6733;0.0038;0.0038;348.201;347.739;0.0097;0.006
2332127;64244;64242;0.0106;91.8837;0.0533;0.0068;347.7374;347.739;0.0103;0.0066
2332128;64238;64237;0.0118;252.4627;7.3262;0.7064;347.9827;347.3341;0.0118;0.0118
2332129;64239;64238;0.008;169.373;7.4499;1.1984;348.2831;347.9827;0.008;0.0079
2332178;617797;64149;0.0124;184.6033;26.0157;1.0099;343.9832;343.8772;0.0123;0.0109
2332180;617798;617797;0.0087;184.6033;26.7226;1.0489;344.07;343.9832;0.0087;0.0087
2332181;64115;617799;12.2837;4411.6124;2982.5957;3.749;343.3758;343.1091;11.9727;7.4363
2332183;97655;617800;12.0641;3670.1311;2544.2846;3.1135;343.9434;343.5763;11.7721;7.2919
2332184;617800;97656;12.1042;1175.2783;2742.2523;3.3708;343.5763;343.4139;11.8026;7.3163
2307190;133684;133683;0.0587;1428.7123;0.0587;0.0587;284.366;284.2178;0.0587;0.0587
2307191;549958;133683;0.0301;637.4531;0.0301;0.0301;284.2417;284.2178;0.0301;0.0301
2307192;133685;549958;0.0301;637.4531;0.0301;0.0301;284.2935;284.2417;0.0301;0.0301
2309056;592794;64172;1.4984;317.5752;162.6593;2.3785;345.7905;345.5377;1.4567;0.8808
2309091;64173;592795;1.461;486.6276;120.8774;1.5624;346.4751;346.1979;1.4201;0.8587
2309093;64388;134980;1.0487;1124.7268;343.3253;1.8549;353.9785;353.8467;1.0256;0.7163
2309094;134980;228691;1.0661;696.103;300.5565;1.1012;353.8467;353.8105;1.0416;0.7283
2310338;593735;1124955;0.0088;192.1168;31.8165;1.4414;340.3352;339.8665;0.0088;0.0088
2312578;53134;598245;0.3094;78.2749;46.9985;0.9921;286.1943;285.9376;0.3058;0.2359
2312579;598245;598246;0.3094;77.0084;60.6708;1.1011;285.9376;285.5848;0.3056;0.2359
2312580;598246;598247;0.3718;63.5538;59.2879;0.9287;285.5848;285.3575;0.3683;0.2837
2312581;598247;53841;0.4142;67.7661;74.6517;1.2534;285.3575;284.959;0.4105;0.316
2312582;598251;769447;0.0555;135.0833;15.3888;0.5882;285.5657;285.4657;0.0546;0.0419
1666785;Fik7;401966;0.0394;301.3311;164.8346;3.6295;399.0814;389.4896;0.0393;0.0393
1666833;311029;311030;0.0071;111.0855;49.6642;1.4466;372.589;371.8618;0.0071;0.0071
1666849;311038;311039;0.0071;153.0821;3.3207;0.8787;373.3694;372.9626;0.0071;0.0071
1666865;306008;311036;0.0055;116.5368;19.4556;1.2162;369.9271;369.2914;0.0055;0.0055
1666881;311219;311221;0.0123;262.2138;8.2653;0.9;373.9667;372.573;0.0123;0.0123
1666913;66781;61576;8.795;1013.2484;393.0674;2.3456;343.2354;342.28;8.5294;5.3095
1666945;161206;52837;0.2304;88.2293;208.6929;2.9501;302.3187;301.5906;0.2114;0.143
1666961;300513;299563;0.0521;135.8177;135.6362;1.9173;338.1736;352.6687;0.0521;0.0521
1666977;300072;300073;0.0317;230.9924;111.4207;3.2006;354.6555;354.5094;0.0316;0.0316
1666993;309799;309800;0.0799;305.6547;242.026;4.4523;362.372;358.6;0.0798;0.0798
1667041;309804;402476;0.0052;112.1428;0.0052;0.0052;357.7815;357.7463;0.0052;0.0052
1667057;300346;300347;0.0113;185.6689;4.4883;0.9996;354.8939;354.1908;0.0113;0.0113
1667073;316033;316034;0.0066;141.3324;11.2748;1.2008;331.5273;331.4384;0.0066;0.0066
1667089;300865;300864;0.0062;107.5496;43.8073;1.0466;324.5888;328.1373;0.0061;0.0061
1667105;300923;300922;0.004;84.0013;61.8204;1.2731;329.3859;329.1898;0.004;0.004
1667569;219855;219856;0.1428;114.6681;0.0542;0.0542;413.3642;411.6765;0.139;0.0838
1667617;56417;56418;11.7181;84.0748;84.2986;1.3957;342.1133;341.7309;11.3099;6.9815
1667713;160021;160022;0.0689;449.626;18.8034;0.7108;359.49;358.3879;0.0673;0.0468
1667969;49752;49751;0.0166;301.4115;21.1372;1.3825;304.7554;304.388;0.0166;0.016
1667985;63839;246508;3.3394;93.1332;198.5636;3.0117;354.2994;354.0293;2.6083;1.8685
1668001;64928;64927;0.1616;183.0538;36.5769;0.8914;333.4338;332.9494;0.1595;0.1205
1668017;246543;183608;12.9987;1936.3432;1055.7846;1.9422;328.0815;327.9988;12.6991;9.2226
1669985;311237;311277;0.0057;106.7223;11.6575;0.9536;370.0078;369.9462;0.0057;0.0057
1670001;311248;311252;0.0323;78.3055;58.4049;1.2367;369.1933;369.1576;0.0323;0.0323
1670017;309243;309242;0.0025;53.6703;5.4998;0.2456;372.6918;372.6429;0.0025;0.0025
1670033;311098;311097;0.0073;157.6122;10.7878;1.2322;364.8426;364.8409;0.0073;0.0073
2210081;51640;51639;0.2369;94.6603;0.0733;0.0733;361.3471;361.0004;0.2321;0.1244
2210097;63783;63782;0.0848;172.9706;69.2957;1.8423;360.0359;359.662;0.083;0.0609
2210113;63486;63485;0.0094;55.228;27.8462;0.9;352.3126;352.1876;0.0092;0.0061
2210145;64212;64211;17.1025;1435.9615;478.4926;2.4972;339.5804;339.2928;14.801;8.8725
2210161;64219;64215;17.2415;424.8817;470.2558;1.2403;340.1366;340.0535;14.6143;8.7976
2210305;56964;56972;1.152;70.9277;23.2983;1.0611;362.8207;362.5494;1.1222;0.6902
2210321;62023;62024;0.0051;107.3745;0.0051;0.0051;365.5415;365.3715;0.0051;0.0051
2210337;56977;56976;0.4043;485.9294;0.161;0.0325;363.1443;361.3417;0.3925;0.239
2210353;57026;57027;0.4313;66.7841;0.1631;0.1631;371.8032;371.4942;0.4199;0.2533
2210385;57475;57460;8.5371;930.0629;209.8639;3.2432;363.2769;361.9694;8.3124;5.145
2210529;53098;784476;0.0505;66.8102;57.3495;1.4237;318.0392;317.6484;0.0495;0.0333
2210561;52713;52184;1.1648;3355.0055;227.5902;2.424;330.3104;330.196;1.1621;1.1182
2210641;65510;65509;0.1181;93.4895;0.0748;0.0748;287.0354;286.7283;0.1165;0.0882
2281220;559548;56470;0.3336;48.5525;97.7998;1.4816;329.5954;329.4076;0.3268;0.2126
2281221;564941;564940;0.0242;189.4503;55.6772;1.3213;346.8488;346.4863;0.0238;0.0165
2281222;564940;564939;0.1576;189.4503;55.7815;1.3133;346.4863;346.1678;0.1543;0.1071
1969265;56615;56606;0.6377;479.7218;229.6626;1.0904;369.631;369.601;0.6211;0.4406
1969297;51146;51773;0.9453;148.5162;0.2863;0.2863;322.5117;322.4418;0.9177;0.4827
1969313;51872;51871;0.3626;240.8358;29.299;1.1687;336.1024;335.2468;0.3543;0.1935
1969329;51937;51345;1.1693;530.7298;396.3207;2.9633;346.2916;345.8691;1.1512;0.6665
2176513;300474;300454;0.0056;116.9344;6.2094;0.6443;367.9294;367.6082;0.0055;0.0055
2176529;310066;310064;0.0035;60.7068;31.271;0.7142;349.8498;349.8355;0.0035;0.0035
2176977;50793;50792;0.3127;293.1945;247.6847;1.478;284.5187;284.3522;0.3104;0.2741
2177345;309935;309961;0.013;280.0333;21.385;0.4984;339.6317;339.6331;0.013;0.013
2177505;52028;51177;0.0741;134.6847;0.0263;0.0263;382.1133;381.925;0.0722;0.0407
2177521;51179;51682;0.5985;135.7026;0.1711;0.1711;384.3005;384.2732;0.5871;0.3068
2177537;51453;51675;0.7819;220.6643;0.221;0.221;383.1096;383.0384;0.7694;0.4015
2177553;51668;51665;1.0036;435.3805;0.2939;0.2939;378.0896;376.5384;0.9909;0.5235
2177569;50703;50702;0.0067;137.3119;29.7954;1.5526;363.345;362.8216;0.0066;0.0065
2177697;51814;51809;1.0658;159.9452;66.6234;1.2596;323.939;323.2383;1.04;0.5447
2177713;51150;51860;0.3149;265.5013;13.5227;0.7831;330.1197;329.3505;0.3058;0.1608
2177729;51831;51827;11.9901;1305.9191;1670.7147;2.8029;328.7185;328.4391;9.0699;4.7508
2177857;61520;61521;0.0127;135.5223;32.7002;1.4363;358.002;357.7229;0.0127;0.0127
2204225;52431;52461;0.3505;103.2956;0.2183;0.2183;307.4207;307.2001;0.3473;0.2635
2204273;65333;65334;3.7458;253.9286;0.4099;0.4099;343.829;342.9012;1.5963;0.6107
2204289;65340;65341;3.7522;97.0932;0.4251;0.3435;341.4143;341.032;1.6151;0.6187
2204305;65346;65347;3.8758;186.0538;0.5016;0.3789;337.0215;335.3482;1.7537;0.7171
2204321;64893;64892;0.3948;225.6691;122.2295;1.7363;335.4625;335.1674;0.3873;0.2835
2204337;57389;57388;0.0129;50.5135;17.4289;0.7817;369.7098;369.6856;0.0127;0.0088
2204753;228690;228691;0.2256;161.2415;88.1345;0.7012;353.811;353.8105;0.221;0.1561
2358977;310181;49220;0.1606;529.8199;335.6426;7.9345;341.1833;336.3733;0.1604;0.1604
2358979;643685;128712;1.296;145.3259;7.8219;0.508;320.5359;320.264;1.2722;0.8463
