LinkID;LinkIDFrom;LinkIDTo;Qmax_spl;Qkap;Qskut;Vskut;Hskut_h;Hskut_d;Qhmax;Q24
719377;311229;311232;0.0266;204.7111;35.8957;1.5166;370.0634;369.6633;0.0266;0.0266
719393;311234;311235;0.0057;119.9075;8.4772;0.9008;370.6655;370.3959;0.0057;0.0057
719409;311238;311239;0.0057;119.9075;13.9483;0.4965;369.6792;369.5762;0.0057;0.0057
719425;311245;311246;0.0323;83.1063;54.0977;1.2316;369.4565;369.374;0.0323;0.0323
719441;311247;311248;0.0323;83.1063;58.4467;1.2414;369.2389;369.1933;0.0323;0.0323
719457;311252;311255;0.0323;83.1063;58.2984;1.2132;369.1576;369.0539;0.0323;0.0323
719473;311262;311266;0.0323;83.1063;69.3252;1.3298;368.5633;368.4355;0.0323;0.0323
719489;306109;311276;0.0323;83.1063;69.0244;1.3337;368.2545;367.9601;0.0323;0.0323
719505;311276;309239;0.0428;158.5351;68.2788;1.9218;367.9601;367.5406;0.0428;0.0428
719521;309242;309241;0.0025;51.8598;23.5792;0.8485;372.6429;372.5394;0.0025;0.0025
719537;309240;311196;0.0067;140.2602;38.9265;1.6969;372.1407;371.7377;0.0067;0.0067
717601;310204;310203;0.0186;391.4778;8.3196;1.229;332.0527;331.7882;0.0186;0.0186
717617;310189;310190;0.0162;197.1307;26.5171;1.0943;333.4191;333.2224;0.0161;0.0161
717633;310190;409994;0.0176;371.817;26.3984;1.5321;333.2224;332.3484;0.0176;0.0176
717665;310225;310224;0.0264;254.764;17.4027;1.1546;330.5987;330.3726;0.0264;0.0264
717681;310227;310226;0.0264;405.4467;12.2591;1.1934;331.388;330.7406;0.0264;0.0264
717697;310230;310233;0.0335;759.0108;11.748;1.5916;334.1447;331.5414;0.0335;0.0335
717825;310354;310353;0.0129;276.7055;91.7585;2.5455;327.7307;326.4927;0.0129;0.0129
717841;310343;310344;0.0065;137.5942;31.948;1.5895;328.1487;327.3817;0.0065;0.0065
717857;310349;310348;0.0048;102.3902;22.3563;1.1523;327.9456;327.6468;0.0048;0.0048
717873;310351;310352;0.0052;110.1625;36.3597;1.3246;327.9098;327.5781;0.0052;0.0052
717889;310370;310369;0.0273;626.965;28.9515;0.2451;328.4038;328.4047;0.0273;0.0273
786897;51708;51707;0.3875;364.8107;220.1688;2.9592;341.7994;341.0568;0.3787;0.202
786913;51966;51965;8.0071;1172.25;669.2364;4.3581;342.2597;341.9022;4.8072;2.4293
308721;64216;64215;0.1148;772.2527;42.7284;0.7965;340.0537;340.0535;0.1121;0.0739
308737;64210;499465;0.06;365.7545;39.3978;1.2231;340.3836;340.0538;0.0585;0.041
308833;124626;59989;1.6888;99.1163;28.8354;1.1029;372.4363;372.3483;1.6825;1.2669
308865;60220;59993;1.7589;99.1171;28.588;1.1022;372.108;371.984;1.7525;1.3195
308897;59993;59997;1.7883;99.1171;28.6428;1.0975;371.984;371.8797;1.7818;1.3416
308913;63654;63653;0.1705;258.5067;186.7874;3.3086;408.0855;407.7223;0.1663;0.1044
308929;63648;63647;0.0599;121.7495;122.0274;1.7336;407.8605;407.6011;0.0585;0.0373
309057;62775;62776;169.7747;1079.5217;717.1277;1.9078;297.7046;297.5301;157.6066;113.1719
309089;62815;62818;3.6433;55.6819;1.7077;0.4117;328.2045;328.1792;3.5765;2.3747
309105;62818;62817;3.7773;89.7512;1.7686;0.5008;328.1792;327.8423;3.7098;2.4633
309153;61723;64914;23.3331;1352.3948;890.7416;1.5978;333.3187;333.2906;21.749;14.9375
309169;64910;64963;76.7745;1386.3483;3000.6382;3.2367;332.3528;332.0026;74.0502;48.5242
309377;61726;56759;0.3005;84.7756;55.07;0.9642;331.5243;331.4706;0.2991;0.2766
363505;65854;65856;0.0262;60.9026;94.523;1.4721;334.4442;333.5427;0.0261;0.0261
363521;65858;65860;0.0262;48.2865;89.2239;1.2613;333.149;332.5802;0.0261;0.0261
363537;65869;65872;0.0262;67.989;89.1752;1.377;329.1599;328.1799;0.0261;0.0261
363553;65857;65859;14.3334;2113.4835;772.7404;2.4836;331.8486;331.5107;14.1994;10.9264
363569;65861;65862;14.4253;2124.0873;765.7102;2.4905;330.6748;330.2742;14.2775;10.9979
363585;65866;65868;15.4122;1435.2128;756.012;1.9239;328.7162;328.4271;15.253;11.7595
363601;65870;65871;15.4116;1649.6137;749.0016;2.0606;327.652;327.3386;15.2334;11.7595
363633;52405;60191;0.3622;102.9259;83.7714;1.2376;320.847;320.6831;0.3568;0.2791
364225;66340;66339;0.0055;116.1686;51.3354;1.5546;337.8624;337.8131;0.0055;0.0055
364241;66338;66337;0.0168;171.0411;42.1044;0.7728;337.801;337.7936;0.0167;0.0139
381153;244819;44081;1.1971;407.4275;128.6591;2.6654;288.1591;286.4704;0.6232;0.3406
871633;53900;53901;0.5256;183.1526;73.4361;1.3355;286.7781;286.7216;0.5192;0.3932
871649;53150;221892;0.5269;183.1526;66.6286;0.7908;286.6781;286.6722;0.5202;0.3944
871665;53147;53156;0.8546;73.4368;14.6645;0.2766;286.7018;286.6932;0.8431;0.6412
871681;53940;53941;1.454;79.2463;51.7843;0.9775;286.5585;286.46;1.435;1.0926
871697;53945;53946;17.7427;164.7261;59.7413;1.2659;285.675;285.4684;14.3648;1.3154
871713;53947;53948;8.4068;124.9305;108.547;1.1255;285.3251;285.2591;5.3369;1.3975
871729;53948;53949;6.4931;124.7419;103.3781;1.0575;285.2591;285.2253;1.9206;1.3706
871745;53951;53952;4.0166;135.2998;95.8216;0.8265;285.1064;285.0502;2.0337;1.5232
871761;53845;53846;3.2828;111.2545;127.1376;1.0109;284.8025;284.7635;2.1053;1.6056
871777;61378;61387;0.04;189.976;217.4525;3.2696;409.6236;405.6403;0.0399;0.0399
289217;57049;57048;0.2937;60.7028;124.3019;1.7571;352.3765;351.8995;0.2878;0.1886
289233;57057;57056;0.0805;110.1158;26.5444;0.9279;352.8094;352.8052;0.0786;0.0525
289249;57061;57060;0.1604;85.517;24.2601;1.0294;351.9385;351.9308;0.1567;0.1035
289265;57058;57057;0.0039;83.2196;25.7438;0.985;352.8168;352.8094;0.0039;0.0039
289281;57063;57062;0.0689;152.6372;32.2169;1.3264;352.1234;351.9508;0.0673;0.0454
289313;62219;62220;23.4227;1011.4729;1829.1284;2.2245;321.9018;321.3626;23.1885;17.9084
289329;62222;62223;24.0236;3291.5865;1939.007;3.0387;318.303;318.1534;23.7828;18.3715
289345;62224;62225;34.0245;5205.3639;1995.4137;3.4067;317.4968;316.4055;32.7235;25.5716
289361;62226;62227;35.1591;4631.8719;1953.9362;2.1896;316.1143;315.8789;33.8507;26.4633
289377;62230;62231;35.1176;9509.5972;2010.4709;2.5997;315.232;314.843;34.0433;26.4701
289393;62232;62233;35.4143;2314.198;1988.5809;2.1976;314.7202;314.4352;34.4025;26.7148
289473;57378;57379;0.2421;151.5404;80.0194;1.4416;370.5883;369.9894;0.2372;0.1648
289489;57380;57381;0.2923;130.8048;78.8421;0.7999;369.9577;369.8993;0.2859;0.1994
289505;62602;56606;0.338;260.7602;100.3875;1.0105;369.6731;369.601;0.3293;0.2312
289521;57402;57401;18.0642;2848.1672;1247.9677;3.5063;322.6366;321.4859;17.9833;9.8094
289537;57405;57404;18.0645;4070.9248;1239.4581;4.5507;329.474;327.8987;17.9839;9.8094
289697;64284;64283;0.1943;95.6879;23.4306;1.1223;342.7209;342.3096;0.1894;0.1191
289729;56730;56729;0.0393;108.684;11.5505;0.8145;352.757;352.32;0.0384;0.0249
289777;61580;50693;4.0603;998.2576;245.9292;1.0034;359.7914;359.7525;1.9606;0.6706
289905;64999;64989;0.6079;233.4388;156.4622;2.4145;376.1625;375.5256;0.592;0.3621
289921;64989;64990;1.3938;114.1811;168.9299;2.388;375.5256;374.3876;1.3557;0.8226
289937;64991;64992;1.4494;243.0099;198.4944;2.1575;374.1747;373.8858;1.4113;0.8642
289953;64995;64994;0.0569;84.8558;27.6336;1.0743;378.9242;378.8329;0.056;0.0416
289969;64993;64990;0.0569;441.2505;30.4051;0.7637;377.285;374.3876;0.0559;0.0416
289985;62430;65020;0.183;441.7474;38.6762;1.7912;374.2614;373.0815;0.1776;0.1071
2653372;1002402;49813;0.8476;117.9423;64.5683;1.361;336.5016;336.3428;0.8431;0.6335
2654001;311723;311722;0.0253;120.6714;48.4835;1.5047;372.9268;372.6091;0.0252;0.0252
2654002;311722;311831;0.0253;139.7761;66.6182;1.8769;372.6091;372.0782;0.0252;0.0252
2655613;300056;926888;0.1875;276.832;271.0476;4.4643;337.422;336.3899;0.187;0.187
2655614;926888;8097;0.1874;276.832;271.3781;4.4634;336.3899;334.9159;0.187;0.187
265569;51792;51791;0.0045;95.1714;117.942;1.6672;326.8667;325.9222;0.0045;0.0045
265585;51790;51789;1.1734;160.7018;208.541;2.9479;325.759;323.9596;1.1452;0.6029
2655921;1007189;51761;9.7887;1399.2016;1096.0541;1.6643;321.2554;321.1952;7.1845;3.8268
2655922;51766;1007189;8.7524;1141.1124;1073.7423;1.6342;321.344;321.2554;7.047;3.8096
265601;51793;51790;0.2293;49.1638;101.5221;1.4351;326.2634;325.759;0.2257;0.1176
265617;51794;51793;0.2295;49.1638;106.8287;1.5101;326.4717;326.2634;0.2251;0.1176
2656248;300043;926875;0.0456;200.9745;22.201;1.7295;354.2176;353.5647;0.0456;0.0456
2656249;926875;300045;0.0456;173.032;22.1119;0.9253;353.5647;353.0157;0.0456;0.0456
2656561;926891;310000;0.002;42.121;12.9591;0.6997;343.6768;343.6581;0.002;0.002
265761;64774;64773;0.3162;75.661;140.3586;2.0053;338.6261;338.2306;0.3131;0.236
2657852;60718;926927;0.0902;237.1861;145.3141;3.103;338.3936;337.7527;0.0902;0.0902
2657853;309788;60718;0.0902;237.1861;145.3988;3.4871;339.0899;338.3936;0.0902;0.0902
2657865;1009139;1009138;0.0145;58.7453;0.0091;0.0091;368.6325;368.1746;0.0143;0.0108
2657866;1009138;1009137;0.0543;61.8577;0.0344;0.0344;368.1746;368.1249;0.0537;0.0406
2657867;1009137;97981;0.0543;53.2263;0.0344;0.0344;368.1249;368.0866;0.0538;0.0406
2657868;309789;929430;0.0902;127.8212;137.6625;2.074;342.8824;342.1497;0.0902;0.0902
2660411;1016164;49890;9.7092;82.1506;135.3989;1.0824;326.1142;326.0662;8.6148;6.4619
2660728;49859;1016156;9.969;199.5831;154.6251;1.3339;327.5437;327.3524;8.6446;6.4661
2660729;1016156;1016157;9.9221;68.4141;150.1812;1.1942;327.3524;327.1722;8.6437;6.4657
2660730;1016157;1016158;9.8668;54.4284;147.155;1.1701;327.1722;327.0019;8.6414;6.4652
2660731;1016158;1016159;9.843;72.4016;145.212;1.1546;327.0019;326.8097;8.6384;6.4647
2660732;1016159;1016160;9.8153;97.8213;143.4417;1.1406;326.8097;326.7047;8.6354;6.4643
2660733;1016160;1016161;9.7951;73.7506;141.8177;1.1277;326.7047;326.5509;8.632;6.4639
2660734;1016161;1016162;9.7583;65.8004;140.1314;1.1142;326.5509;326.358;8.6267;6.4633
2660735;1016162;1016163;9.7237;63.4467;138.4513;1.1009;326.358;326.1925;8.621;6.4626
2660736;1016163;1016164;9.7152;79.8585;136.8761;1.0884;326.1925;326.1142;8.617;6.4622
2661042;311895;311894;0.0047;98.5989;15.5228;1.0192;299.1306;298.8924;0.0047;0.0047
266289;50669;50668;0.0162;98.5073;19.5806;1.0104;362.3651;362.0398;0.016;0.0122
266305;50667;50666;0.0344;83.5432;19.4528;0.5169;361.935;361.7816;0.0337;0.0246
266321;50663;50662;0.061;87.3927;56.4781;1.2069;361.4131;361.2891;0.0598;0.0429
266337;50661;50660;0.0618;156.1679;73.4724;1.9748;360.7219;359.8575;0.0603;0.0435
266353;50671;50672;0.0108;100.0579;77.7458;1.425;359.6286;359.3103;0.0106;0.0074
266369;50675;50676;0.053;140.4548;77.1658;1.8457;358.4966;358.1486;0.0519;0.0362
266385;50677;50678;0.1098;151.6926;76.7543;1.8109;357.6519;357.4759;0.1077;0.075
266401;50682;50681;0.1064;167.2992;45.2296;1.6729;358.2026;357.5758;0.104;0.0721
266417;50680;50679;0.1178;136.5378;44.5769;1.4021;357.1031;356.9917;0.1152;0.08
266433;50690;50691;0.0041;87.2058;16.5671;0.8345;364.0763;364.076;0.0041;0.0041
2666172;658078;Fik1;0.011;14.6851;87.844;1.2452;310.3729;322.9623;0.011;0.011
2666173;266481;56893;24.7916;1685.7394;1820.3902;3.9246;300.7474;300.5979;24.3248;16.3473
2666174;65243;266481;6.9867;1095.4458;667.4021;2.8788;301.3932;300.7474;6.8565;4.5903
2666175;56911;1023509;0.209;176.4457;0.0988;0.0988;305.6955;305.3274;0.2045;0.1353
2666176;310875;1023510;0.0091;157.5885;28.153199999999998;1.6314;306.2261;305.8652;0.0091;0.0091
2666503;266486;784476;0.1021;70.3592;85.8205;1.3922;318.2125;317.6484;0.1005;0.0667
267825;63772;63771;2.2144;131.6534;129.2849;1.8371;362.5842;361.8446;0.9207;0.5335
2678985;1035050;1035049;0.0242;166.5857;0.0132;0.0132;365.932;364.7217;0.0235;0.0166
2692757;1049504;1049764;0.0352;75.2894;0.0222;0.0222;342.1734;341.5232;0.0349;0.0263
2692758;1049505;1049504;0.0352;50.0813;0.0223;0.0223;342.304;342.1734;0.0348;0.0263
2692759;1049506;1049505;0.0217;89.769;0.0138;0.0138;342.8625;342.304;0.0214;0.0162
2695616;1052640;559504;6.771;3943.21;1291.1931;7.0394;336.9389;334.6349;5.9483;3.7797
2696244;66916;1052640;6.7703;2905.9116;1283.9518;5.6147;339.0356;336.9389;5.9423;3.7796
2696245;1052641;51113;0.1546;76.6648;0.0506;0.0506;362.3539;362.3132;0.1505;0.0823
2696246;51114;1052641;0.0069;147.8892;0.0069;0.0069;363.0215;362.3539;0.0069;0.0069
269633;51768;51767;8.5433;2203.9729;1090.308;2.031;321.5869;321.4629;6.6751;3.6176
269649;51765;51764;0.7042;17.6641;40.0866;1.3569;325.6533;325.2216;0.6842;0.3596
269665;51763;51762;0.7047;81.8;40.1297;2.5927;324.3288;323.1867;0.6852;0.3596
269681;51435;51852;0.3569;1110.379;0.1081;0.1081;329.7834;328.4637;0.3464;0.1823
269697;51851;51850;0.3721;98.2616;205.643;1.6352;328.3752;327.9645;0.3648;0.1985
269713;51826;51825;12.3927;1644.2291;1636.6292;2.7538;328.1787;327.8706;9.6083;5.0341
269729;51843;51842;0.0478;67.6814;20.8342;0.8508;327.1165;327.0781;0.0466;0.026
269745;51865;51864;1.8239;249.4604;192.3158;1.9614;330.4924;329.6805;1.7891;0.9602
269761;51881;51456;0.1909;116.9988;19.2309;1.2228;332.1325;331.862;0.1857;0.1014
269777;51880;51879;0.0039;83.2776;5.1633;0.2503;330.7443;330.7075;0.0039;0.0038
2698811;1048486;1048485;0.0373;73.6453;0.9154;0.0611;351.4953;351.4955;0.0362;0.0218
2700417;742234;64175;0.1682;63.5524;31.2522;1.2916;346.8909;346.75;0.1631;0.0984
2700740;52744;1058745;0.7816;191.8906;189.0568;1.5033;314.9443;314.8963;0.768;0.5107
2701072;1058745;812312;0.7827;191.8906;192.3953;1.5298;314.8963;314.8752;0.7689;0.5113
270401;50991;128494;3.0394;221.6432;166.589;3.2807;341.9754;341.3098;2.9809;2.0077
27041;214070;214071;0.0059;125.4731;0.0059;0.0059;355.2816;355.2217;0.0059;0.0059
270417;50743;50992;1.4997;214.2129;164.1776;3.3435;347.707;344.9057;1.4733;1.0103
270433;50495;50494;0.6704;222.6209;0.3129;0.3129;352.0012;351.632;0.6582;0.436
27057;214072;214073;0.0059;106.0995;0.0064;0.0064;355.0319;354.9252;0.0059;0.0059
270737;51712;51711;0.108;192.5948;158.7971;1.7133;343.6016;343.4484;0.1056;0.0589
270753;51711;51710;0.251;279.8925;197.6916;2.4162;343.4484;342.98;0.2448;0.132
270769;51707;51706;0.3876;364.8107;220.8389;2.6221;341.0568;340.7197;0.379;0.202
270785;51965;51706;7.9778;1740.4485;681.5082;5.5646;341.9022;340.7197;4.8083;2.4294
270801;51969;51966;8.0266;65.3974;654.0992;2.5452;342.5328;342.2597;4.8057;2.4293
270817;51275;51720;1.2727;50.2287;16.9372;0.6298;344.5844;344.5846;1.2357;0.65
2709681;1068960;992789;0.1564;307.5053;11.4685;0.6187;362.0081;361.8039;0.1544;0.1167
2710011;1070553;1070554;0.006;126.2672;9.555;0.9223;366.9894;366.6896;0.006;0.006
2710012;1070554;1070555;0.006;115.1888;9.4179;0.8001;366.6896;366.4306;0.006;0.006
2710013;1070555;1070556;0.006;116.9646;9.4832;0.3509;366.4306;366.3131;0.006;0.006
2710014;1070556;1070561;0.0105;222.0851;87.0858;1.664;366.3131;365.7789;0.0105;0.0105
2710015;1070561;65544;0.0181;384.9623;86.2943;2.4705;365.7789;364.7021;0.0181;0.0181
2710016;1070885;1070564;0.006;127.6688;43.0382;1.481;370.9687;370.6761;0.006;0.006
2710017;1070263;1070264;0.0076;133.346;42.3639;1.3341;369.0447;368.7592;0.0076;0.0076
2710018;1070264;1070265;0.0077;137.3556;60.3875;1.7094;368.7592;368.3263;0.0076;0.0076
2710019;1070265;57469;0.0113;239.8067;59.7806;2.539;368.3263;367.3046;0.0113;0.0112
2710020;1070269;57469;0.0092;13.6811;16.9723;0.6065;367.3338;367.3046;0.0063;0.0001
2710021;1070270;1070269;0.0035;13.6811;17.7574;0.509;367.3617;367.3338;0.0024;0.0001
2710022;1070274;285056;0.0253;88.3821;53.6855;0.9756;370.4748;370.4312;0.0252;0.0252
2710023;368688;1070274;0.0253;107.3737;61.4464;1.1996;370.5101;370.4748;0.0252;0.0252
271105;50490;50489;0.8918;325.5542;0.4151;0.4151;350.0507;349.639;0.8756;0.5799
271121;50500;50496;0.4416;213.5335;0.2068;0.2068;352.6994;352.3197;0.4334;0.2872
2711303;1040172;245102;11.8454;2068.1932;1450.1485;2.5875;342.038;341.9275;11.4739;7.7235
302385;158456;53918;0.7312;1329.377;178.8149;2.4877;286.8398;286.503;0.7221;0.5464
302401;53918;769445;0.7931;731.4671;179.4237;1.9517;286.503;286.2974;0.7832;0.5927
302529;53887;53889;0.3134;90.1958;50.6145;1.3157;287.8927;287.5429;0.309;0.234
302545;53156;53149;0.8545;73.4368;16.9073;0.5748;286.6932;286.689;0.8425;0.6412
302561;221892;53940;1.4489;116.3803;51.2874;1.3995;286.6722;286.5585;1.4306;1.0887
302577;53946;53947;13.2248;196.388;96.4406;1.1736;285.4684;285.3251;13.1039;1.4176
302801;64344;64343;38.7024;3780.5805;3655.5166;2.3433;336.9048;336.7274;36.8276;22.8323
302817;64341;64340;50.8344;7256.5551;5098.4964;3.1318;336.499;336.1805;49.2556;31.4823
302833;56737;61682;50.8427;4026.7902;1873.0587;4.8025;336.084;335.2322;49.3269;31.4824
302849;64348;63374;0.0228;517.2842;0.0232;0.0232;334.2738;333.8567;0.0228;0.0228
302865;114408;765275;0.0693;641.4514;36.9811;0.1369;332.3041;332.3029;0.0692;0.0688
302881;56983;62703;9.5873;74.1339;22.3256;0.8782;361.0139;360.8596;9.3414;5.7067
634673;162956;162961;0.7133;536.0986;205.5155;1.7627;341.355;340.9573;0.6968;0.4895
636257;235444;177110;0.4;142.5955;107.7505;1.7765;394.3706;394.3065;0.3896;0.2493
638593;57019;57013;0.5473;144.3242;0.2098;0.2098;369.5207;368.7988;0.532;0.3208
638609;57028;57029;0.4309;150.927;0.1628;0.1628;371.4474;370.0269;0.4197;0.2533
638625;62761;62762;0.0121;255.6778;0.0121;0.0121;371.7415;369.8816;0.0121;0.0121
640913;61398;168311;0.1721;577.503;90.7898;3.5249;389.8179;385.4108;0.1677;0.117
640929;63744;168316;0.3159;196.7568;92.142;1.4051;374.9093;374.7888;0.3097;0.2179
672705;61075;156322;0.312;319.5377;0.1475;0.1475;350.175;347.4937;0.3052;0.2019
672721;156314;156338;0.9802;251.9019;0.4675;0.4675;342.7396;341.3796;0.9606;0.6415
673473;157546;62329;0.2514;80.8722;0.1174;0.1174;312.8986;312.632;0.2467;0.1632
674513;158426;158427;169.7285;2137.3307;710.9175;1.3376;297.2326;297.2074;157.2551;113.1864
674545;65439;158459;0.0726;101.1136;2.8133;0.5214;290.2704;289.921;0.0716;0.0547
674561;158433;158434;0.2904;146.3181;47.9254;1.8544;288.6443;287.96;0.287;0.2213
359937;52350;52351;0.0249;91.6383;33.5664;1.0842;322.3717;322.2627;0.0246;0.0189
359953;52352;52353;0.0505;39.7704;33.7128;0.9011;321.8565;321.8073;0.0499;0.0381
274865;51149;51828;0.539;231.4406;8.8737;1.0206;328.5917;328.4434;0.5232;0.2752
2748742;1121755;1121756;0.0683;80.3506;44.7973;1.2853;356.5398;356.0055;0.0667;0.0434
2748743;1121756;56733;0.0684;108.5908;44.2822;1.3711;356.0055;355.8263;0.0668;0.0434
2748744;1121757;56733;0.1422;344.8006;117.7691;2.4861;356.0515;355.8263;0.1395;0.0908
2748745;1121758;1121757;0.1422;174.5448;118.3696;1.5009;356.2209;356.0515;0.1395;0.0908
2748746;63498;1121758;0.1266;227.5861;120.4755;1.6527;356.9197;356.2209;0.1242;0.0808
274881;51836;51835;0.0299;109.9454;18.8159;1.1647;325.9192;325.7069;0.0292;0.0153
274897;51155;51873;0.0168;374.9197;0.0168;0.0168;337.3415;336.2878;0.0168;0.0167
274913;51152;51869;0.9419;30.1264;6.1098;0.2039;334.5353;334.5344;0.915;0.4811
274929;51151;51868;0.0114;250.2604;0.0114;0.0114;333.9215;333.743;0.0114;0.0114
2749361;56466;1123029;1.8538;927.0294;514.0953;3.3359;338.5471;335.7883;1.8266;1.1984
2749362;1123030;1123029;1.0258;596.2549;435.9981;1.7025;336.1314;335.7883;1.0066;0.6652
2749364;1123029;296570;2.8767;245.3442;943.6547;2.3488;335.7883;335.4726;2.8305;1.8636
2749365;1123035;1123034;0.4515;106.6178;28.6926;1.8429;376.4686;375.6815;0.4456;0.3368
2749366;1123034;1123033;0.4683;126.9648;28.6657;1.4842;375.6815;374.4758;0.4624;0.3494
2749367;1123033;124623;0.4682;56.4333;28.5339;1.1546;374.4758;374.1813;0.4628;0.3494
274945;51867;51866;1.3275;414.9465;150.9162;3.0379;332.7281;330.6973;1.2985;0.6993
274961;49938;49937;4.1673;192.9474;12.8974;1.2457;331.4584;331.4584;0.7115;0.4292
2750645;1124964;1125270;0.9617;507.8956;390.0173;1.9665;336.8881;336.4798;0.9443;0.6234
2750646;1125270;1123030;0.9966;511.5027;391.2704;1.8258;336.4798;336.1314;0.9783;0.6461
2750647;723697;64285;0.1944;110.7993;23.8402;1.2513;343.3813;343.1429;0.1895;0.1191
2750968;1124955;1124956;0.018;90.0016;31.1533;0.8395;339.8665;339.415;0.0178;0.0147
2750969;1124956;974563;0.0454;101.8396;61.2275;1.2241;339.415;339.3009;0.0446;0.0321
2750970;974563;1124957;0.5232;634.144;302.9862;1.986;339.3009;339.2603;0.5131;0.3406
2750971;1124957;1124958;0.7312;275.1152;297.3716;1.6666;339.2603;338.9803;0.7174;0.4735
2750972;1124958;1124959;0.7309;330.4343;321.9801;1.9312;338.9803;338.632;0.7172;0.4735
2750973;1124959;1124960;0.7307;306.9929;315.9769;1.723;338.632;338.2198;0.7168;0.4735
2750974;1124960;1124962;0.7838;310.5394;349.2632;1.9171;338.2198;337.6858;0.769;0.5078
2750975;1124962;1124963;0.7858;498.9882;348.6669;1.8222;337.6858;337.2951;0.7703;0.5091
2750976;1124963;1124964;0.8553;511.8755;393.6729;2.007;337.2951;336.8881;0.839;0.5543
2754481;1129133;1129134;0.0041;87.6073;0.0041;0.0041;358.1515;358.0417;0.0041;0.0041
2754482;1129134;1129135;0.037;72.6686;13.0317;0.2747;358.0417;358.026;0.0363;0.0265
2754483;1129135;1129136;0.0617;73.7079;84.7603;1.1982;358.026;357.7643;0.0605;0.0433
2754484;1129136;187124;0.0894;18.4878;84.4843;1.3207;357.7643;357.4852;0.0876;0.0624
2754485;1129137;1129138;0.0371;96.271;70.0126;1.4864;357.1798;357.007;0.0363;0.0252
2754486;1129138;1129139;0.1221;97.9965;69.7365;1.5077;357.007;356.6132;0.1195;0.0828
2754487;1129139;1129140;0.1498;100.2363;69.0723;1.5248;356.6132;356.1765;0.1467;0.1018
2754488;1129140;1129749;0.2061;97.5828;69.2905;1.4991;356.1765;355.7369;0.2017;0.1401
2754489;1129749;64398;0.23;143.4839;69.2617;2.0138;355.7369;354.6466;0.2251;0.1564
2754817;558550;1130069;0.0263;224.9529;0.0183;0.0183;379.1421;377.873;0.026;0.0211
2754818;1130069;558549;0.0617;252.1746;0.0397;0.0397;377.873;375.7058;0.0609;0.0473
2754819;1130077;1130076;0.0092;197.4835;0.0091;0.0091;386.6515;385.9515;0.0092;0.0092
2754820;1130076;1130075;0.0092;194.8181;0.0092;0.0092;385.9515;385.3715;0.0092;0.0092
2754821;1130075;1130074;0.0092;194.5129;0.0092;0.0092;385.3715;382.9519;0.0092;0.0092
2754822;1130074;1130073;0.0197;195.454;0.0142;0.0142;382.9519;380.5321;0.0195;0.016
2754823;1130073;1130072;0.0242;194.071;0.0163;0.0163;380.5321;379.6025;0.0239;0.0189
2754824;1130072;1130071;0.0319;175.7322;0.0199;0.0199;379.6025;378.7137;0.0315;0.024
2754825;1130071;1130070;0.0355;84.2524;0.0215;0.0215;378.7137;378.5435;0.035;0.0263
2754826;1130070;1130069;0.0354;102.8687;0.0215;0.0215;378.5435;377.873;0.035;0.0263
2762491;298496;61684;3.1503;311.3319;546.1634;2.1721;350.9516;350.7926;3.0698;2.1812
276289;49801;49804;0.8592;86.6428;65.6034;1.1785;338.1722;337.9966;0.8532;0.6419
276305;49806;49954;0.9207;77.8837;80.1805;1.2696;337.8054;337.7019;0.915;0.6879
276321;49844;49845;0.0748;93.7089;29.0665;0.9139;338.5943;338.4306;0.074;0.0559
276337;49950;49949;0.086;160.2993;28.1818;0.8288;338.42;338.4086;0.0854;0.0642
276353;49949;49948;0.1773;44.7044;27.4795;0.6338;338.4086;338.4045;0.1762;0.1325
276369;49948;49947;0.2372;47.6975;28.5062;0.5758;338.4045;338.4024;0.2355;0.1772
276385;49946;49945;0.2712;103.1376;60.6027;1.3605;338.4016;338.3997;0.2693;0.2026
276401;49943;49942;0.4841;97.583;44.7229;1.1127;338.3908;338.3883;0.4801;0.3616
276417;49941;49940;0.5845;97.13;77.1445;1.3926;338.3841;338.3747;0.5797;0.4366
2770185;1149930;1149929;0.0109;231.8621;11.1674;1.3254;312.0549;308.8207;0.0109;0.0109
2770186;1149931;1149930;0.0074;159.6141;11.284;1.3062;313.3741;312.0549;0.0074;0.0074
277025;49910;49911;0.2779;98.664;87.0025;1.5824;334.4085;333.7903;0.276;0.2077
277041;49911;49912;0.29;175.6462;87.197;2.3678;333.7903;333.331;0.2881;0.2166
2770481;1149923;1149922;0.0558;193.4204;103.5821;2.6853;299.8266;298.9949;0.0556;0.0516
2770482;1149924;1149923;0.0558;212.1103;99.3718;2.7993;302.6245;299.8266;0.0556;0.0516
2770483;1150246;1149924;0.0368;109.5503;49.109;1.4902;303.1012;302.6245;0.0366;0.0325
2770484;1150247;1150246;0.0368;168.7417;49.6606;1.7402;303.703;303.1012;0.0366;0.0325
2770485;1150248;1150247;0.032;174.9498;39.9561;1.8128;304.5681;303.703;0.0318;0.0289
2770486;1150249;1149924;0.0191;110.6607;49.8423;1.5005;302.8914;302.6245;0.019;0.019
2770487;1150250;1150249;0.019;111.1237;49.6933;1.5256;303.1608;302.8914;0.019;0.019
290849;57070;57071;1.6809;69.129;56.7031;0.9846;351.4645;351.3778;1.6054;0.3487
291281;526855;65190;0.0366;79.2206;0.0231;0.0231;323.524;323.2146;0.0362;0.0274
291297;65186;65199;0.0869;107.4941;0.057;0.057;323.1053;322.6259;0.0859;0.0664
